,ID,Gender,Age,Your Industry,Occupation,2nd Occupation,Job Level,Income,State,Job Role Happiness,Highest Degree Completed,Marital Status,Sexual Satisfaction,Sex Frequency,Orgasm Frequency,Orgasm Faking,Sexual Performance,Excercise Frequency,Desirable Level,Better Sex Before Graduating
535,13363111740.0,Female,30-44,Healthcare & Pharmaceuticals,Office clerk,,Intermediate,"$75,000-$99,999",Florida,Neither happy nor unhappy,Bachelor's Degree,Married or domestic partnership,Satisfied,A few times a week,Sometimes,Never,Average,Less than once per week,Somewhat desirable,Strongly agree
536,13363110856.0,Male,> 60,I am currently not employed,Operations manager,,Intermediate,"$50,000-$74,999",Indiana,Somewhat happy,Bachelor's Degree,Married or domestic partnership,Satisfied,About once a week,Always,Never,Average,I never work out or exercise,Somewhat desirable,Neither agree nor disagree
537,13363110761.0,Female,45-60,Finance & Financial Services,Administrative assistant,,Middle Management,"$100,000-$124,999",Georgia,Neither happy nor unhappy,Bachelor's Degree,Married or domestic partnership,Satisfied,A few times a month,Always,Rarely,Above average,Several times per week,Extremely desirable,Agree
538,13363109311.0,Male,30-44,"Telecommunications, Technology, Internet & Electronics",Operations manager,,Senior Management,"$10,000-$24,999",California,Very happy,Ph.D. or higher,Married or domestic partnership,Very satisfied,Every day,Always,Rarely,Far above average,Every day of the week,Extremely desirable,Strongly agree
539,13363106142.0,Male,30-44,"Telecommunications, Technology, Internet & Electronics",Software developer, Product manager,Intermediate,"$150,000-$174,999",California,Somewhat happy,Master's Degree,Married or domestic partnership,Satisfied,A few times a week,Always,Never,Above average,Several times per week,Somewhat desirable,Disagree
540,13363097963.0,Female,45-60,Healthcare & Pharmaceuticals,Customer service representative,,Owner/Executive/C-Level,"$10,000-$24,999",Virginia,Very happy,Master's Degree,Married or domestic partnership,Very dissatisfied,Less than once a month,Sometimes,Sometimes,Above average,Several times per week,Not so desirable,Strongly disagree
541,13363094152.0,Female,30-44,Food & Beverages,Food preparation worker,,Intermediate,"$0-$9,999",Washington,Somewhat unhappy,Bachelor's Degree,Married or domestic partnership,Very dissatisfied,Less than once a month,Never,Rarely,Average,Once per week,Somewhat desirable,Strongly disagree
542,13363093631.0,Male,45-60,Retail & Consumer Durables,Laborer, Professional artist,Entry Level,"$25,000-$49,999",Georgia,Very happy,High School,"Single, never married",Neither satisfied nor dissatisfied,Less than once a month,Always,Never,Above average,Several times per week,Not so desirable,Agree
543,13363092800.0,Female,45-60,I am currently not employed,Customer service representative,,Other (please specify),"$75,000-$99,999",Nevada,Neither happy nor unhappy,Master's Degree,Married or domestic partnership,Neither satisfied nor dissatisfied,A few times a week,Sometimes,Never,Average,Several times per week,Somewhat desirable,Somewhat agree
544,13363087397.0,Female,45-60,Manufacturing,Laborer,,Other (please specify),"$100,000-$124,999",Texas,Very happy,Trade/Vocation School,Married or domestic partnership,Satisfied,Less than once a month,Always,Rarely,Average,I never work out or exercise,Not at all desirable,Agree
545,13363085412.0,Male,30-44,"Utilities, Energy, and Extraction",Software developer,,Intermediate,"$75,000-$99,999",Montana,Very happy,Bachelor's Degree,Married or domestic partnership,Neither satisfied nor dissatisfied,A few times a month,Always,Never,Above average,Less than once per week,Not so desirable,Disagree
546,13363085384.0,Male,30-44,Government,Line supervisor,,Intermediate,"$25,000-$49,999",Indiana,Somewhat happy,Master's Degree,Separated,Very dissatisfied,Less than once a month,Usually,Never,Average,Several times per week,Very desirable,Neither agree nor disagree
547,13363079970.0,Male,> 60,Retail & Consumer Durables,Stocking associate,,Intermediate,"$25,000-$49,999",Connecticut,Neither happy nor unhappy,High School,Married or domestic partnership,Satisfied,A few times a week,Usually,Sometimes,Average,Several times per week,Somewhat desirable,
548,13363073069.0,Male,30-44,Automotive,Retail sales associate,,Senior Management,"$50,000-$74,999",Wisconsin,Somewhat happy,Bachelor's Degree,"Single, never married",Very satisfied,Every day,Always,Sometimes,Far above average,Several times per week,Very desirable,Strongly agree
549,13363066172.0,Male,> 60,Transportation & Delivery,Mechanic, Director of Quality Control,Senior Management,"$75,000-$99,999",Illinois,Very happy,Trade/Vocation School,Married or domestic partnership,Dissatisfied,Less than once a month,Usually,Never,Average,Several times per week,Not at all desirable,Neither agree nor disagree
550,13363065989.0,Female,> 60,Food & Beverages,Server,,Middle Management,"$10,000-$24,999",Connecticut,Neither happy nor unhappy,High School,Divorced,Neither satisfied nor dissatisfied,Less than once a month,Rarely,Sometimes,Above average,Every day of the week,Somewhat desirable,Somewhat agree
551,13363060026.0,Male,> 60,I am currently not employed,Laborer,,Entry Level,"$50,000-$74,999",Kentucky,Very happy,Trade/Vocation School,Married or domestic partnership,Satisfied,Once a month,Usually,Sometimes,Above average,Several times per week,Somewhat desirable,Agree
552,13363051294.0,Female,18-29,Finance & Financial Services,Operations manager,,Owner/Executive/C-Level,"$25,000-$49,999",Georgia,Very happy,Bachelor's Degree,Married or domestic partnership,Very satisfied,A few times a week,Usually,Rarely,Above average,,Somewhat desirable,Neither agree nor disagree
553,13363048860.0,Male,45-60,Manufacturing,Line supervisor,,Middle Management,"$100,000-$124,999",Tennessee,Somewhat happy,High School,Married or domestic partnership,Dissatisfied,A few times a month,Usually,Never,Below average,Several times per week,Somewhat desirable,Agree
554,13363048107.0,Female,18-29,Education,Administrative assistant, Paraeducator,Intermediate,"$25,000-$49,999",California,Somewhat happy,Bachelor's Degree,"Single, never married",Neither satisfied nor dissatisfied,Less than once a month,Usually,Never,Average,Less than once per week,Somewhat desirable,Agree
555,13363046751.0,Male,18-29,"Telecommunications, Technology, Internet & Electronics",Software developer,,Entry Level,"$75,000-$99,999",Washington,Somewhat happy,Bachelor's Degree,"Single, never married",Very dissatisfied,Less than once a month,Never,Never,Average,Several times per week,Not at all desirable,Strongly disagree
556,13363042270.0,Female,45-60,Transportation & Delivery,Office clerk,,Entry Level,"$10,000-$24,999",Arkansas,Very happy,Master's Degree,"Single, never married",Very satisfied,Less than once a month,Never,Never,Far below average,Less than once per week,Somewhat desirable,Neither agree nor disagree
557,13363036656.0,Female,> 60,Transportation & Delivery,Truck Driver,,Intermediate,"$50,000-$74,999",Washington,Somewhat happy,Trade/Vocation School,"Single, never married",Dissatisfied,Less than once a month,Sometimes,Never,Average,Less than once per week,Somewhat desirable,Somewhat disagree
558,13363032384.0,Female,45-60,Nonprofit,Customer service representative,,Intermediate,"$25,000-$49,999",Pennsylvania,Neither happy nor unhappy,High School,Married or domestic partnership,Satisfied,Once a month,Always,Rarely,Average,I never work out or exercise,Not so desirable,Somewhat disagree
559,13363021269.0,Male,> 60,I am currently not employed,Lawyer,,Other (please specify),"$50,000-$74,999",Minnesota,Neither happy nor unhappy,Ph.D. or higher,Married or domestic partnership,Dissatisfied,Less than once a month,Usually,Never,Average,Several times per week,Not so desirable,Neither agree nor disagree
560,13363018830.0,Male,45-60,Finance & Financial Services,Software developer,,Senior Management,"$50,000-$74,999",Colorado,Somewhat happy,Bachelor's Degree,Divorced,Dissatisfied,Less than once a month,Usually,Rarely,Average,Several times per week,Not so desirable,Strongly agree
561,13363018432.0,Female,30-44,Finance & Financial Services,Administrative assistant,,Intermediate,"$75,000-$99,999",Minnesota,Somewhat happy,High School,Married or domestic partnership,Neither satisfied nor dissatisfied,A few times a month,Never,Sometimes,Below average,I never work out or exercise,Not at all desirable,Neither agree nor disagree
562,13363017231.0,Male,30-44,Retail & Consumer Durables,Server,,Intermediate,Prefer not to answer,New Jersey,Neither happy nor unhappy,High School,"Single, never married",Neither satisfied nor dissatisfied,About once a week,Sometimes,Sometimes,Average,Once per week,Somewhat desirable,Somewhat agree
563,13386456837.0,Male,18-29,Entertainment & Leisure,Laborer, Film Editor,Intermediate,"$50,000-$74,999",California,Somewhat unhappy,Bachelor's Degree,"Single, never married",Very dissatisfied,Less than once a month,Always,Never,Average,Several times per week,Not at all desirable,Disagree
564,13386456091.0,Male,45-60,I am currently not employed,Bookkeeper,,Owner/Executive/C-Level,"$0-$9,999",Pennsylvania,Very happy,High School,"Single, never married",Very satisfied,A few times a week,Always,Never,Above average,Once per week,Somewhat desirable,Neither agree nor disagree
565,13386455824.0,Male,> 60,Advertising & Marketing,Marketing specialist,,Middle Management,Prefer not to answer,Ohio,Somewhat happy,Bachelor's Degree,Married or domestic partnership,Neither satisfied nor dissatisfied,About once a week,Always,Never,Average,Several times per week,Somewhat desirable,Strongly disagree
566,13386454726.0,Male,> 60,I am currently not employed,Mechanic,,Other (please specify),"$50,000-$74,999",Pennsylvania,Neither happy nor unhappy,High School,Married or domestic partnership,Very dissatisfied,Less than once a month,Rarely,Usually,Average,I never work out or exercise,Not so desirable,Strongly agree
567,13386451088.0,Male,45-60,Retail & Consumer Durables,Operations manager,,Owner/Executive/C-Level,"$125,000-$149,999",Indiana,Very happy,High School,Married or domestic partnership,Very satisfied,A few times a week,Always,Never,Above average,I never work out or exercise,Very desirable,Somewhat disagree
568,13386450928.0,Male,> 60,I am currently not employed,Police officer,,Intermediate,"$100,000-$124,999",Pennsylvania,Somewhat happy,Bachelor's Degree,Married or domestic partnership,Neither satisfied nor dissatisfied,Less than once a month,Always,Never,Above average,Several times per week,Somewhat desirable,Disagree
569,13386445493.0,Male,> 60,Manufacturing,Operations manager,,Middle Management,"$100,000-$124,999",Virginia,Very happy,Bachelor's Degree,Widowed,Satisfied,A few times a week,Always,Rarely,Average,Several times per week,Somewhat desirable,Somewhat disagree
570,13386446309.0,Male,45-60,"Construction, Machinery, and Homes",Construction worker,,Intermediate,"$50,000-$74,999",Oklahoma,Very unhappy,Trade/Vocation School,Married or domestic partnership,Very dissatisfied,Less than once a month,Sometimes,Never,Above average,Several times per week,Somewhat desirable,Agree
571,13386444862.0,Male,18-29,Healthcare & Pharmaceuticals,Cashier, Research Assistant,Intermediate,Prefer not to answer,Pennsylvania,Somewhat happy,Bachelor's Degree,"Single, never married",Satisfied,Less than once a month,Usually,Never,Average,I never work out or exercise,Not at all desirable,Somewhat disagree
572,13386444857.0,Male,30-44,I am currently not employed,Bookkeeper,,Entry Level,"$25,000-$49,999",Washington,Neither happy nor unhappy,Bachelor's Degree,"Single, never married",Very dissatisfied,Less than once a month,Rarely,Never,Average,Once per week,Very desirable,Somewhat agree
573,13386444555.0,Male,30-44,"Construction, Machinery, and Homes",Customer service representative,,Middle Management,"$50,000-$74,999",Washington,Neither happy nor unhappy,Bachelor's Degree,Divorced,Neither satisfied nor dissatisfied,A few times a month,Sometimes,Rarely,Average,Once per week,Somewhat desirable,Somewhat agree
574,13386444376.0,Male,45-60,Insurance,Office clerk,,Intermediate,"$25,000-$49,999",Maine,Very unhappy,Bachelor's Degree,Divorced,Dissatisfied,Less than once a month,Always,Never,Below average,Several times per week,Not so desirable,Disagree
575,13386443157.0,Male,45-60,Real Estate,Office clerk,,Middle Management,"$75,000-$99,999",Virginia,Neither happy nor unhappy,Bachelor's Degree,Married or domestic partnership,Very satisfied,About once a week,Always,Never,Average,I never work out or exercise,Not so desirable,Disagree
576,13386441878.0,Male,30-44,Finance & Financial Services,Operations manager, Tax Accountant,Entry Level,"$25,000-$49,999",Minnesota,Very happy,Bachelor's Degree,"Single, never married",Neither satisfied nor dissatisfied,Less than once a month,Always,Never,Average,Once per week,Somewhat desirable,Strongly disagree
577,13386439160.0,Male,> 60,Entertainment & Leisure,Janitor,,Entry Level,"$50,000-$74,999",New York,Neither happy nor unhappy,High School,Married or domestic partnership,Very dissatisfied,Less than once a month,Always,,Average,I never work out or exercise,Not at all desirable,Strongly agree
578,13386432302.0,Male,30-44,Agriculture,Janitor,,Middle Management,"$10,000-$24,999",Arizona,Somewhat unhappy,Bachelor's Degree,Married or domestic partnership,Neither satisfied nor dissatisfied,Less than once a month,Always,Never,Below average,Less than once per week,Extremely desirable,Somewhat agree
579,13386419604.0,Male,18-29,Food & Beverages,Cashier,,Intermediate,Prefer not to answer,North Carolina,Somewhat happy,High School,"Single, never married",Satisfied,Less than once a month,Sometimes,Never,Average,Less than once per week,Not so desirable,Disagree
580,13386417564.0,Male,18-29,Healthcare & Pharmaceuticals,Registered nurse,,Intermediate,"$75,000-$99,999",Ohio,Somewhat unhappy,Bachelor's Degree,"Single, never married",Satisfied,A few times a month,Usually,Never,Far above average,Several times per week,Somewhat desirable,Neither agree nor disagree
581,13386416469.0,Male,18-29,Food & Beverages,Food preparation worker,,Entry Level,"$25,000-$49,999",Georgia,Very happy,High School,"Single, never married",Very dissatisfied,Less than once a month,Never,Rarely,Above average,Several times per week,Very desirable,Neither agree nor disagree
582,13386401545.0,Male,18-29,"Telecommunications, Technology, Internet & Electronics",Software developer,,Entry Level,"$25,000-$49,999",Alabama,Very happy,High School,"Single, never married",Dissatisfied,Less than once a month,Always,Never,Average,Several times per week,Somewhat desirable,Neither agree nor disagree
583,13386400341.0,Male,18-29,Insurance,Registered nurse,,Middle Management,"$150,000-$174,999",California,Very happy,Some High School,Married or domestic partnership,Satisfied,Once a month,Sometimes,Never,Average,Several times per week,Very desirable,Somewhat disagree
584,13386400212.0,Male,30-44,Retail & Consumer Durables,Retail sales associate,,Middle Management,"$75,000-$99,999",South Carolina,Somewhat happy,High School,Married or domestic partnership,Dissatisfied,A few times a month,Always,Never,Above average,Less than once per week,Very desirable,Neither agree nor disagree
585,13386391202.0,Male,30-44,"Telecommunications, Technology, Internet & Electronics",Software developer,,Intermediate,"$100,000-$124,999",Oregon,Very happy,Master's Degree,"Single, never married",Satisfied,About once a week,Always,Rarely,Above average,Several times per week,Very desirable,Somewhat agree
586,13386390921.0,Male,30-44,Business Support & Logistics,Lawyer,,Intermediate,"$75,000-$99,999",Florida,Very unhappy,Ph.D. or higher,"Single, never married",Very dissatisfied,Less than once a month,Always,Never,Average,Several times per week,Somewhat desirable,Strongly disagree
587,13386384564.0,Male,> 60,Business Support & Logistics,Bookkeeper,,Owner/Executive/C-Level,"$10,000-$24,999",Vermont,Very happy,Trade/Vocation School,Married or domestic partnership,Satisfied,About once a week,Always,Never,Above average,Once per week,Somewhat desirable,Somewhat disagree
588,13386374868.0,Male,30-44,Business Support & Logistics,Server,,Middle Management,"$25,000-$49,999",Georgia,Neither happy nor unhappy,High School,Divorced,Dissatisfied,A few times a month,Sometimes,Rarely,Average,Several times per week,Very desirable,Agree
589,13386349643.0,Male,30-44,Education,Electrician, Education,Senior Management,"$150,000-$174,999",New York,Very happy,Bachelor's Degree,Married or domestic partnership,Very satisfied,A few times a week,Always,Never,Far above average,Every day of the week,Extremely desirable,Agree
590,13386321767.0,Male,30-44,"Utilities, Energy, and Extraction",Operations manager,,Middle Management,"$200,000+",Oklahoma,Very happy,Master's Degree,Married or domestic partnership,Neither satisfied nor dissatisfied,About once a week,Always,Never,Above average,Several times per week,Very desirable,Disagree
591,13386305626.0,Male,18-29,Advertising & Marketing,Line supervisor,,Owner/Executive/C-Level,"$10,000-$24,999",California,Somewhat happy,Bachelor's Degree,"Single, never married",Very dissatisfied,Less than once a month,Always,Never,Far below average,Several times per week,Somewhat desirable,Agree
592,13386305415.0,Female,45-60,Food & Beverages,Cashier,,Intermediate,"$10,000-$24,999",Kentucky,Somewhat happy,Some High School,Married or domestic partnership,Neither satisfied nor dissatisfied,A few times a month,Sometimes,Rarely,Below average,Several times per week,Not so desirable,Agree
593,13386304047.0,Male,> 60,I am currently not employed,Marketing specialist,,Other (please specify),"$75,000-$99,999",North Carolina,Neither happy nor unhappy,Master's Degree,Married or domestic partnership,Very dissatisfied,Less than once a month,Always,Never,Far above average,Every day of the week,Extremely desirable,Strongly disagree
594,13386303278.0,Male,> 60,I am currently not employed,Line supervisor, Telecommunications Area Manager,Other (please specify),"$25,000-$49,999",Oklahoma,Neither happy nor unhappy,High School,Married or domestic partnership,Neither satisfied nor dissatisfied,Less than once a month,Always,Never,Average,Several times per week,Not at all desirable,Neither agree nor disagree
595,13386302247.0,Male,45-60,Insurance,Operations manager, Owner,Owner/Executive/C-Level,"$175,000-$199,999",Maryland,Very happy,Master's Degree,Married or domestic partnership,Very dissatisfied,Less than once a month,Always,Never,Above average,Several times per week,Somewhat desirable,Disagree
596,13386295872.0,Male,> 60,Nonprofit,Laborer,,Intermediate,"$75,000-$99,999",New York,Very happy,Ph.D. or higher,Married or domestic partnership,Neither satisfied nor dissatisfied,About once a week,Usually,Never,Average,I never work out or exercise,Somewhat desirable,Disagree
597,13386295745.0,Female,> 60,Advertising & Marketing,Bookkeeper,,Intermediate,"$25,000-$49,999",Florida,Very happy,High School,Married or domestic partnership,Very satisfied,A few times a month,Usually,Rarely,Average,Once per week,Somewhat desirable,Neither agree nor disagree
598,13386294646.0,Male,18-29,Healthcare & Pharmaceuticals,Operations manager, Dentist,Entry Level,"$0-$9,999",Florida,Somewhat happy,Ph.D. or higher,"Single, never married",Neither satisfied nor dissatisfied,Less than once a month,Usually,Never,Average,Once per week,Somewhat desirable,Neither agree nor disagree
599,13386291237.0,Male,> 60,I am currently not employed,Police officer,,Other (please specify),"$75,000-$99,999",Missouri,Neither happy nor unhappy,Bachelor's Degree,"Single, never married",Dissatisfied,Less than once a month,Sometimes,Always,Average,Every day of the week,Not so desirable,Agree
600,13386289268.0,Male,> 60,Education,Operations manager, Education,Senior Management,"$50,000-$74,999",West Virginia,Very happy,Master's Degree,"Single, never married",Very satisfied,A few times a month,Always,Never,Above average,Once per week,Very desirable,Strongly agree
601,13386287330.0,Male,30-44,Finance & Financial Services,Operations manager, Director,Senior Management,"$125,000-$149,999",New York,Somewhat happy,Bachelor's Degree,Married or domestic partnership,Satisfied,About once a week,Always,Rarely,Far above average,Several times per week,Very desirable,Agree
602,13386282897.0,Male,18-29,Automotive,Server,,Senior Management,"$10,000-$24,999",Florida,Neither happy nor unhappy,High School,Divorced,Satisfied,A few times a week,Usually,Sometimes,Above average,Once per week,Very desirable,Agree
603,13386282240.0,Male,> 60,Healthcare & Pharmaceuticals,Medical assistant,,Intermediate,"$10,000-$24,999",California,Somewhat happy,Bachelor's Degree,"Single, never married",Dissatisfied,Once a month,Usually,Rarely,Average,Several times per week,Somewhat desirable,Agree
604,13386276233.0,Male,> 60,Government,Bookkeeper,,Other (please specify),"$50,000-$74,999",California,Somewhat happy,Bachelor's Degree,Divorced,Neither satisfied nor dissatisfied,Less than once a month,Always,Never,Average,Once per week,Somewhat desirable,Neither agree nor disagree
605,13386273884.0,Female,45-60,Retail & Consumer Durables,Cashier,,Intermediate,"$100,000-$124,999",Connecticut,Somewhat happy,Bachelor's Degree,Widowed,Satisfied,A few times a week,Usually,Never,Far above average,Every day of the week,Very desirable,Strongly disagree
606,13386273748.0,Male,18-29,"Telecommunications, Technology, Internet & Electronics",Software developer,,Intermediate,"$75,000-$99,999",North Carolina,Very happy,Bachelor's Degree,Married or domestic partnership,Very satisfied,A few times a week,Always,Never,Average,Several times per week,Somewhat desirable,Strongly agree
607,13386271559.0,Male,> 60,I am currently not employed,Carpenter,,Other (please specify),"$25,000-$49,999",Oregon,Neither happy nor unhappy,High School,Divorced,Neither satisfied nor dissatisfied,Less than once a month,Always,Never,Average,Every day of the week,Somewhat desirable,Neither agree nor disagree
608,13386262370.0,Male,> 60,Manufacturing,Operations manager,,Senior Management,"$25,000-$49,999",New York,Very happy,Bachelor's Degree,"Single, never married",Satisfied,About once a week,Always,Rarely,Average,Several times per week,Somewhat desirable,Agree
609,13386261603.0,Male,> 60,I am currently not employed,Police officer,,Other (please specify),"$50,000-$74,999",New York,Very happy,Bachelor's Degree,Married or domestic partnership,Very satisfied,About once a week,Always,Never,Above average,Several times per week,Somewhat desirable,Neither agree nor disagree
610,13386258389.0,Male,18-29,Education,Registered nurse, Teacher,Intermediate,"$50,000-$74,999",Texas,Somewhat happy,Master's Degree,Married or domestic partnership,Satisfied,A few times a month,Sometimes,Never,Average,I never work out or exercise,Somewhat desirable,Agree
611,13386254994.0,Male,45-60,Finance & Financial Services,Software developer,,Senior Management,"$150,000-$174,999",Minnesota,Somewhat happy,Master's Degree,"Single, never married",Satisfied,Less than once a month,Rarely,Rarely,Average,Once per week,Very desirable,Agree
612,13386239297.0,Male,45-60,Manufacturing,Operations manager,,Middle Management,"$25,000-$49,999",California,Somewhat happy,High School,Divorced,Satisfied,About once a week,Always,Never,Above average,Less than once per week,Very desirable,Agree
613,13386239169.0,Male,30-44,"Telecommunications, Technology, Internet & Electronics",Line supervisor,,Senior Management,"$75,000-$99,999",California,Somewhat happy,Bachelor's Degree,Married or domestic partnership,Satisfied,Every day,Usually,Usually,Above average,Several times per week,Somewhat desirable,Agree
614,13386237556.0,Female,45-60,Food & Beverages,Customer service representative,,Other (please specify),"$25,000-$49,999",Texas,Somewhat happy,High School,Divorced,Neither satisfied nor dissatisfied,Less than once a month,Always,Never,Above average,Several times per week,Very desirable,Neither agree nor disagree
615,13386235101.0,Male,18-29,Finance & Financial Services,Bookkeeper,,Entry Level,"$0-$9,999",Illinois,Somewhat happy,Bachelor's Degree,"Single, never married",Neither satisfied nor dissatisfied,Less than once a month,Never,Never,Average,Once per week,Somewhat desirable,Neither agree nor disagree
616,13386230526.0,Female,> 60,Business Support & Logistics,Customer service representative,,Intermediate,"$100,000-$124,999",Maryland,Neither happy nor unhappy,Bachelor's Degree,Widowed,Neither satisfied nor dissatisfied,Less than once a month,Never,Never,Far below average,I never work out or exercise,Somewhat desirable,Somewhat disagree
617,13386229883.0,Male,> 60,Nonprofit,Marketing specialist,,Intermediate,"$50,000-$74,999",Florida,Very happy,Master's Degree,Married or domestic partnership,Dissatisfied,Less than once a month,Always,Never,Far below average,Every day of the week,Somewhat desirable,Strongly agree
618,13386227775.0,Female,> 60,Entertainment & Leisure,Marketing specialist, Costume Designer,Senior Management,"$75,000-$99,999",California,Somewhat happy,Master's Degree,Widowed,Neither satisfied nor dissatisfied,Less than once a month,Sometimes,Sometimes,Above average,Less than once per week,Somewhat desirable,Neither agree nor disagree
619,13386227936.0,Female,> 60,Education,Operations manager, Administrator,Middle Management,Prefer not to answer,Texas,Somewhat happy,Master's Degree,Married or domestic partnership,Satisfied,About once a week,Usually,Never,Above average,Every day of the week,Very desirable,Neither agree nor disagree
620,13386227570.0,Male,18-29,Food & Beverages,Cashier,,Entry Level,"$200,000+",Florida,Somewhat happy,High School,"Single, never married",Dissatisfied,Less than once a month,Never,Never,Far below average,Less than once per week,Somewhat desirable,Strongly disagree
621,13386227094.0,Female,45-60,Transportation & Delivery,Truck Driver,,Other (please specify),"$50,000-$74,999",Michigan,Neither happy nor unhappy,Bachelor's Degree,Married or domestic partnership,Satisfied,A few times a month,Usually,Never,Average,Once per week,Somewhat desirable,Neither agree nor disagree
622,13386226569.0,Female,45-60,Healthcare & Pharmaceuticals,Customer service representative,,Middle Management,"$200,000+",Nevada,Somewhat happy,High School,Married or domestic partnership,Dissatisfied,Less than once a month,Always,Never,Above average,Several times per week,Somewhat desirable,Strongly disagree
623,13386225579.0,Male,18-29,Finance & Financial Services,Line supervisor,,Middle Management,"$50,000-$74,999",New York,Somewhat happy,Bachelor's Degree,"Single, never married",Satisfied,A few times a month,Rarely,Rarely,Average,Once per week,Not so desirable,Strongly agree
624,13386225440.0,Female,45-60,Retail & Consumer Durables,Laborer,,Entry Level,"$25,000-$49,999",Kentucky,Somewhat unhappy,Some High School,Married or domestic partnership,Very satisfied,A few times a week,Usually,Rarely,Average,Every day of the week,Not so desirable,Neither agree nor disagree
625,13386223513.0,Female,> 60,Education,Police officer, Professor,Other (please specify),"$125,000-$149,999",California,Somewhat happy,Ph.D. or higher,Divorced,Satisfied,A few times a week,Always,Never,Average,Several times per week,Very desirable,Disagree
626,13386222990.0,Female,45-60,Advertising & Marketing,Marketing specialist,,Owner/Executive/C-Level,"$125,000-$149,999",California,Somewhat happy,Bachelor's Degree,Married or domestic partnership,Satisfied,A few times a month,Usually,Never,Above average,Once per week,Somewhat desirable,Somewhat disagree
627,13386222788.0,Female,45-60,Manufacturing,Laborer,,Entry Level,"$75,000-$99,999",Massachusetts,Neither happy nor unhappy,High School,"Single, never married",Neither satisfied nor dissatisfied,Less than once a month,Never,Never,Far below average,I never work out or exercise,Not at all desirable,Neither agree nor disagree
628,13386222661.0,Female,> 60,I am currently not employed,Bookkeeper,,Other (please specify),"$10,000-$24,999",Colorado,Very unhappy,Bachelor's Degree,Separated,Neither satisfied nor dissatisfied,Less than once a month,Never,Never,Average,Several times per week,Very desirable,Strongly disagree
629,13386222204.0,Female,45-60,Education,Customer service representative,,Entry Level,"$50,000-$74,999",California,Very happy,Some High School,Married or domestic partnership,Very satisfied,Less than once a month,Never,Never,Far below average,Several times per week,Somewhat desirable,Agree
630,13386222137.0,Female,> 60,Healthcare & Pharmaceuticals,Medical assistant, Recovery Specialists,Intermediate,"$25,000-$49,999",Illinois,Very happy,Trade/Vocation School,"Single, never married",Neither satisfied nor dissatisfied,A few times a month,Rarely,Sometimes,Average,Less than once per week,Somewhat desirable,Somewhat agree
631,13386221908.0,Female,> 60,Healthcare & Pharmaceuticals,Registered nurse,,Owner/Executive/C-Level,"$50,000-$74,999",Florida,Very happy,Master's Degree,Married or domestic partnership,Very satisfied,About once a week,Usually,Rarely,Above average,I never work out or exercise,Somewhat desirable,Disagree
632,13386221497.0,Female,> 60,Education,Marketing specialist,,Senior Management,"$125,000-$149,999",New York,Somewhat happy,Master's Degree,Married or domestic partnership,Satisfied,About once a week,Sometimes,Rarely,Above average,Once per week,Very desirable,Agree
633,13386220586.0,Female,45-60,I am currently not employed,Janitor, Housewife,Other (please specify),"$10,000-$24,999",Ohio,Neither happy nor unhappy,High School,Married or domestic partnership,Neither satisfied nor dissatisfied,A few times a month,Never,Usually,Above average,Several times per week,Somewhat desirable,Neither agree nor disagree
634,13386220513.0,Female,45-60,Education,Administrative assistant, Teacher,Senior Management,"$75,000-$99,999",Illinois,Somewhat happy,Master's Degree,Married or domestic partnership,Very satisfied,A few times a week,Always,Never,Above average,Several times per week,Very desirable,Somewhat disagree
635,13386219810.0,Female,45-60,Advertising & Marketing,Retail sales associate,,Senior Management,"$25,000-$49,999",Ohio,Somewhat happy,Bachelor's Degree,"Single, never married",Satisfied,Every day,Always,Sometimes,Far above average,Every day of the week,Somewhat desirable,Strongly agree
636,13386219236.0,Female,45-60,Food & Beverages,Cashier, Manager,Owner/Executive/C-Level,Prefer not to answer,California,Very happy,Bachelor's Degree,Married or domestic partnership,Satisfied,About once a week,Usually,Never,Above average,Once per week,Very desirable,Strongly disagree
637,13386218671.0,Female,45-60,Food & Beverages,Food preparation worker,,Intermediate,"$10,000-$24,999",North Carolina,Somewhat happy,High School,"Single, never married",Satisfied,A few times a week,Usually,Never,Above average,Once per week,Very desirable,Neither agree nor disagree
638,13386218591.0,Female,45-60,Government,Office clerk,,Intermediate,"$25,000-$49,999",Colorado,Somewhat happy,Trade/Vocation School,Divorced,Neither satisfied nor dissatisfied,Less than once a month,Sometimes,Rarely,Average,Less than once per week,Somewhat desirable,Disagree
639,13386218299.0,Female,45-60,"Utilities, Energy, and Extraction",Software developer,,Other (please specify),"$50,000-$74,999",Louisiana,Very happy,High School,"Single, never married",Satisfied,A few times a month,Rarely,Always,Below average,Once per week,Very desirable,Agree
640,13386218004.0,Female,> 60,I am currently not employed,Customer service representative,,Other (please specify),"$25,000-$49,999",Mississippi,Very happy,High School,Married or domestic partnership,Satisfied,About once a week,Rarely,Never,Average,Less than once per week,Somewhat desirable,Neither agree nor disagree
641,13386217958.0,Female,45-60,Government,Customer service representative,,Intermediate,"$100,000-$124,999",Colorado,Neither happy nor unhappy,Trade/Vocation School,Married or domestic partnership,Dissatisfied,Less than once a month,Usually,Never,Average,I never work out or exercise,Not so desirable,Somewhat agree
